iops	wrnd	bw	lat	rrnd	i	cap	rdsz	s	warm	qdep	wr	str	test	wght	wrsz	
777	100	160.99	66.89	0	0	128	160	0	0.0	52	100	1	60.0	1	212	
2264	0	252.18	19.43	50	0	128	148	0	0.0	44	50	1	60.0	1	80	
4218	50	312.63	5.69	0	0	128	136	0	0.0	24	50	1	60.0	1	16	
2396	0	346.37	5.01	0	0	128	148	0	0.0	12	0	1	60.0	1	60	
2033	0	323.65	25.58	100	0	128	168	0	0.0	52	25	1	60.0	1	148	
5343	0	480.07	8.23	0	0	128	92	0	0.0	44	0	1	60.0	1	224	
2152	50	496.10	14.87	50	0	128	236	0	0.0	32	0	1	60.0	0	52	
1425	50	168.39	30.88	100	0	128	52	0	0.0	44	75	1	60.0	0	144	
61101	100	59.67	0.33	50	0	128	1	0	0.0	20	0	1	60.0	1	208	
2182	50	213.47	18.33	50	0	128	52	0	0.0	40	25	1	60.0	1	244	
859	50	179.76	9.31	100	0	128	160	0	0.0	8	75	1	60.0	0	232	
3379	50	158.42	4.73	100	0	128	204	0	0.0	16	100	1	60.0	0	48	
1367	50	160.29	20.47	50	0	128	148	0	0.0	28	100	1	60.0	1	120	
1576	100	330.89	2.54	0	0	128	244	0	0.0	4	25	1	60.0	1	128	
2979	100	334.72	14.77	100	0	128	120	0	0.0	44	25	1	60.0	1	100	
7961	100	279.23	5.02	50	0	128	120	0	0.0	40	75	1	60.0	1	8	
1371	50	183.58	26.24	50	0	128	128	0	0.0	36	75	1	60.0	1	140	
2213	100	501.63	21.68	50	0	128	232	0	0.0	48	0	1	60.0	1	100	
935	100	177.12	8.55	0	0	128	128	0	0.0	8	75	1	60.0	1	216	
924	50	177.71	4.33	0	0	128	200	0	0.0	4	75	1	60.0	1	196	
1364	100	269.19	26.38	50	0	128	248	0	0.0	36	50	1	60.0	1	156	
2277	50	524.81	8.78	50	0	128	236	0	0.0	20	0	1	60.0	1	32	
2580	50	281.95	12.40	0	0	128	160	0	0.0	32	50	1	60.0	1	64	
1418	50	246.57	39.48	50	0	128	196	0	0.0	56	50	1	60.0	1	160	
3238	50	317.41	18.52	100	0	128	188	0	0.0	60	50	1	60.0	1	12	
754	50	156.21	42.41	0	0	128	4	0	0.0	32	100	1	60.0	1	212	
1997	0	196.83	18.03	0	0	128	128	0	0.0	36	75	1	60.0	1	92	
3176	0	347.22	2.52	50	0	128	136	0	0.0	8	25	1	60.0	1	40	
2030	50	404.64	29.55	100	0	128	204	0	0.0	60	0	1	60.0	1	24	
1116	50	215.76	39.42	50	0	128	160	0	0.0	44	50	1	60.0	1	236	
13585	100	159.21	1.47	50	0	128	120	0	0.0	20	100	1	60.0	1	12	
4084	100	159.56	10.77	0	0	128	92	0	0.0	44	100	1	60.0	1	40	
3505	50	465.68	15.97	50	0	128	136	0	0.0	56	0	1	60.0	1	172	
1504	0	133.73	0.66	50	0	128	68	0	0.0	1	25	1	60.0	1	160	
3465	0	341.78	17.31	50	0	128	116	0	0.0	60	25	1	60.0	1	56	
1769	100	167.59	20.35	0	0	128	40	0	0.0	36	75	1	60.0	1	116	
1728	0	285.33	25.45	100	0	128	148	0	0.0	44	25	1	60.0	1	232	
657	100	161.97	72.95	100	0	128	196	0	0.0	48	100	1	60.0	1	252	
3633	100	525.08	7.71	0	0	128	148	0	0.0	28	0	1	60.0	1	196	
658	50	162.04	72.90	50	0	128	212	0	0.0	48	100	1	60.0	1	252	
3327	100	247.17	3.61	50	0	128	60	0	0.0	12	25	1	60.0	1	124	
926	100	168.15	17.28	100	0	128	72	0	0.0	16	75	1	60.0	1	224	
4101	100	319.85	14.63	100	0	128	156	0	0.0	60	50	1	60.0	1	4	
3687	50	288.16	16.27	0	0	128	80	0	0.0	60	0	1	60.0	0	224	
2399	100	170.79	15.00	50	0	128	40	0	0.0	36	75	1	60.0	1	84	
2107	0	220.69	26.57	0	0	128	60	0	0.0	56	25	1	60.0	1	248	
2306	0	229.78	17.34	100	0	128	204	0	0.0	40	75	1	60.0	0	68	
1541	50	256.06	10.38	50	0	128	200	0	0.0	16	50	1	60.0	1	140	
1307	100	188.97	12.24	0	0	128	148	0	0.0	16	75	1	60.0	1	148	
10679	0	125.15	3.74	0	0	128	68	0	0.0	40	100	1	60.0	1	12	
1796	100	305.58	17.81	100	0	128	232	0	0.0	32	25	1	60.0	1	1	
1832	50	209.12	32.74	0	0	128	192	0	0.0	60	75	1	60.0	1	92	
3427	0	191.32	11.67	0	0	128	24	0	0.0	40	25	1	60.0	1	156	
5202	50	508.09	9.99	100	0	128	100	0	0.0	52	0	1	60.0	1	236	
17184	50	402.76	1.39	0	0	128	24	0	0.0	24	0	1	60.0	1	156	
2116	0	157.12	17.01	50	0	128	44	0	0.0	36	100	1	60.0	1	76	
1674	100	292.56	7.17	100	0	128	160	0	0.0	12	25	1	60.0	0	236	
1844	0	289.94	15.18	100	0	128	144	0	0.0	28	25	1	60.0	1	212	
2007	50	470.43	1.99	100	0	128	240	0	0.0	4	0	1	60.0	1	72	
2455	100	210.91	24.43	0	0	128	136	0	0.0	60	75	1	60.0	1	72	
1186	0	201.05	30.33	100	0	128	108	0	0.0	36	50	1	60.0	1	240	
1633	50	153.22	36.71	100	0	128	56	0	0.0	60	100	1	60.0	0	96	
3614	100	289.63	9.96	0	0	128	120	0	0.0	36	50	1	60.0	1	44	
2162	0	447.69	9.25	100	0	128	212	0	0.0	20	0	1	60.0	1	1	
4467	100	418.82	10.74	0	0	128	96	0	0.0	48	0	1	60.0	1	68	
2236	0	305.80	17.89	0	0	128	136	0	0.0	40	25	1	60.0	1	152	
1344	0	168.01	0.74	100	0	128	152	0	0.0	1	25	1	60.0	1	56	
2087	100	472.80	5.75	50	0	128	232	0	0.0	12	0	1	60.0	1	20	
1078	100	184.06	18.55	50	0	128	148	0	0.0	20	75	1	60.0	1	184	
29401	0	344.55	1.50	100	0	128	12	0	0.0	44	0	1	60.0	1	172	
1412	50	162.83	28.31	100	0	128	40	0	0.0	40	75	1	60.0	1	144	
96124	0	375.49	0.50	0	0	128	4	0	0.0	48	0	1	60.0	1	156	
2130	50	320.47	9.39	100	0	128	152	0	0.0	20	25	1	60.0	1	160	
1935	50	160.49	14.47	0	0	128	28	0	0.0	28	75	1	60.0	1	104	
2105	0	207.72	15.20	50	0	128	152	0	0.0	32	75	1	60.0	1	84	
6958	50	169.95	8.04	0	0	128	8	0	0.0	56	25	1	60.0	1	76	
2709	100	158.80	20.66	0	0	128	84	0	0.0	56	100	1	60.0	1	60	
1384	0	279.88	2.89	50	0	128	208	0	0.0	4	25	1	60.0	1	204	
2015	100	208.59	7.94	0	0	128	80	0	0.0	16	50	1	60.0	1	132	
1917	50	252.70	12.51	0	0	128	100	0	0.0	24	25	1	60.0	1	240	
2173	100	208.08	14.72	50	0	128	72	0	0.0	32	50	1	60.0	1	124	
1849	50	364.88	4.33	100	0	128	228	0	0.0	8	25	1	60.0	1	124	
6273	100	490.13	3.19	100	0	128	80	0	0.0	20	0	1	60.0	1	212	
8720	100	476.93	6.42	0	0	128	56	0	0.0	56	0	1	60.0	1	116	
19581	0	382.44	1.02	100	0	128	20	0	0.0	20	0	1	60.0	0	16	
4664	0	318.67	6.86	50	0	128	128	0	0.0	32	50	1	60.0	1	12	
1898	50	318.86	27.39	50	0	128	176	0	0.0	52	25	1	60.0	1	160	
2242	0	148.89	12.48	100	0	128	136	0	0.0	28	100	1	60.0	1	68	
1162	0	158.94	24.09	50	0	128	244	0	0.0	28	100	1	60.0	1	140	
1123	50	172.06	39.17	0	0	128	76	0	0.0	44	75	1	60.0	1	184	
960	0	194.02	12.50	100	0	128	228	0	0.0	12	75	1	60.0	1	200	
3071	100	142.56	3.90	0	0	128	1	0	0.0	12	25	1	60.0	1	188	
2371	0	509.62	15.18	0	0	128	220	0	0.0	36	0	1	60.0	1	108	
1603	0	203.69	32.44	50	0	128	196	0	0.0	52	75	1	60.0	1	108	
798	0	159.21	70.10	50	0	128	136	0	0.0	56	100	1	60.0	1	204	
1908	50	261.24	29.33	100	0	128	108	0	0.0	56	25	1	60.0	1	236	
11451	0	492.08	3.49	50	0	128	44	0	0.0	40	0	1	60.0	1	1	
5872	100	140.40	8.17	0	0	128	1	0	0.0	48	50	1	60.0	1	48	
2416	0	180.49	24.82	100	0	128	24	0	0.0	60	25	1	60.0	1	232	
871	100	160.03	13.77	50	0	128	184	0	0.0	12	100	1	60.0	1	188	
1410	100	242.42	19.85	0	0	128	180	0	0.0	28	50	1	60.0	1	172	
1712	0	205.62	4.67	50	0	128	180	0	0.0	8	75	1	60.0	1	104	
2870	0	156.99	18.11	100	0	128	64	0	0.0	52	100	1	60.0	1	56	
973	0	159.74	45.20	100	0	128	8	0	0.0	44	100	1	60.0	1	168	
3630	50	147.27	12.12	50	0	128	1	0	0.0	44	25	1	60.0	1	164	
1049	50	219.54	49.56	50	0	128	176	0	0.0	52	50	1	60.0	1	252	
1506	100	158.84	10.62	0	0	128	192	0	0.0	16	100	1	60.0	1	108	
895	50	161.04	66.98	50	0	128	192	0	0.0	60	100	1	60.0	1	184	
3046	0	196.34	3.94	0	0	128	48	0	0.0	12	50	1	60.0	1	84	
2402	0	478.64	3.33	0	0	128	204	0	0.0	8	0	1	60.0	1	28	
1174	100	199.21	23.83	50	0	128	104	0	0.0	28	50	1	60.0	0	244	
765	100	161.42	15.68	0	0	128	168	0	0.0	12	100	1	60.0	1	216	
976	50	156.39	20.48	0	0	128	8	0	0.0	20	100	1	60.0	1	164	
5533	50	518.83	10.12	100	0	128	96	0	0.0	56	0	1	60.0	1	1	
2131	0	158.22	22.52	100	0	128	228	0	0.0	48	100	1	60.0	1	76	
6939	0	135.54	8.07	100	0	128	52	0	0.0	56	100	1	60.0	1	20	
1748	0	339.89	18.30	50	0	128	212	0	0.0	32	25	1	60.0	1	160	
1751	100	124.77	0.57	100	0	128	40	0	0.0	1	75	1	60.0	0	84	
2927	50	337.67	20.49	50	0	128	148	0	0.0	60	25	1	60.0	1	28	
2555	100	169.74	18.79	100	0	128	32	0	0.0	48	75	1	60.0	1	80	
1874	100	221.38	17.07	100	0	128	208	0	0.0	32	75	1	60.0	1	92	
5778	0	496.61	6.23	50	0	128	88	0	0.0	36	0	1	60.0	1	180	
904	0	182.03	1.10	100	0	128	248	0	0.0	1	25	1	60.0	1	80	
5015	50	489.78	5.58	100	0	128	100	0	0.0	28	0	1	60.0	1	236	
6848	100	314.34	7.01	100	0	128	52	0	0.0	48	25	1	60.0	1	32	
724	50	161.36	60.73	100	0	128	252	0	0.0	44	100	1	60.0	1	228	
1278	100	253.60	3.13	0	0	128	188	0	0.0	4	25	1	60.0	1	248	
2730	0	304.01	10.25	100	0	128	168	0	0.0	28	50	1	60.0	1	60	
976	100	160.22	20.48	100	0	128	56	0	0.0	20	100	1	60.0	1	168	
2891	50	158.13	8.30	0	0	128	84	0	0.0	24	100	1	60.0	1	56	
935	0	155.68	8.55	100	0	128	8	0	0.0	8	75	1	60.0	0	224	
1385	50	160.05	25.98	50	0	128	16	0	0.0	36	75	1	60.0	1	152	
2219	100	195.14	16.22	50	0	128	36	0	0.0	36	25	1	60.0	1	252	
3900	50	251.83	11.28	50	0	128	192	0	0.0	44	75	1	60.0	1	24	
738	50	161.69	64.96	50	0	128	124	0	0.0	48	100	1	60.0	1	224	
2445	0	272.89	22.89	50	0	128	160	0	0.0	56	50	1	60.0	1	68	
2866	100	265.84	19.54	100	0	128	236	0	0.0	56	75	1	60.0	1	48	
979	100	131.97	1.02	0	0	128	64	0	0.0	1	50	1	60.0	1	212	
967	50	155.47	24.81	50	0	128	1	0	0.0	24	75	1	60.0	1	220	
711	0	161.20	44.97	0	0	128	72	0	0.0	32	100	1	60.0	0	232	
2728	50	511.77	20.52	50	0	128	192	0	0.0	56	0	1	60.0	1	60	
1727	100	179.49	27.79	100	0	128	40	0	0.0	48	50	1	60.0	1	172	
2257	0	511.44	19.49	50	0	128	232	0	0.0	44	0	1	60.0	1	72	
2550	50	159.38	3.14	100	0	128	252	0	0.0	8	100	1	60.0	1	64	
2077	0	310.33	15.41	0	0	128	156	0	0.0	32	25	1	60.0	1	144	
988	0	220.30	24.28	0	0	128	204	0	0.0	24	50	1	60.0	1	252	
3726	0	509.46	4.29	0	0	128	140	0	0.0	16	0	1	60.0	1	44	
958	0	205.73	1.04	50	0	128	220	0	0.0	1	0	1	60.0	1	204	
9035	0	202.82	2.21	100	0	128	16	0	0.0	20	25	1	60.0	1	44	
2292	100	313.01	19.19	0	0	128	212	0	0.0	44	50	1	60.0	1	68	
4398	100	313.58	13.64	100	0	128	72	0	0.0	60	25	1	60.0	1	76	
2546	100	223.72	14.14	0	0	128	80	0	0.0	36	50	1	60.0	1	100	
2246	50	355.34	7.12	0	0	128	196	0	0.0	16	25	1	60.0	1	60	
791	0	160.71	5.05	100	0	128	240	0	0.0	4	100	1	60.0	1	208	
2250	50	166.50	15.99	50	0	128	20	0	0.0	36	50	1	60.0	1	132	
3993	50	273.37	6.01	100	0	128	96	0	0.0	24	50	1	60.0	1	44	
2683	50	210.13	5.96	50	0	128	140	0	0.0	16	75	1	60.0	1	60	
4698	100	284.77	1.70	50	0	128	120	0	0.0	8	50	1	60.0	1	4	
1531	100	281.05	2.61	0	0	128	188	0	0.0	4	0	1	60.0	1	124	
12542	0	195.97	0.32	50	0	128	16	0	0.0	4	0	1	60.0	1	148	
2363	50	374.14	20.31	50	0	128	192	0	0.0	48	25	1	60.0	1	72	
1416	50	196.30	31.07	0	0	128	172	0	0.0	44	75	1	60.0	1	132	
2415	100	351.31	16.56	0	0	128	164	0	0.0	40	25	1	60.0	1	104	
1044	0	166.52	49.80	100	0	128	52	0	0.0	52	75	1	60.0	1	200	
3469	100	514.98	12.68	50	0	128	152	0	0.0	44	0	1	60.0	1	8	
2024	100	361.81	7.90	0	0	128	228	0	0.0	16	25	1	60.0	1	48	
3286	0	410.82	2.43	100	0	128	128	0	0.0	8	0	1	60.0	1	12	
2221	100	399.12	3.60	0	0	128	184	0	0.0	8	0	1	60.0	1	192	
995	100	159.41	8.04	50	0	128	152	0	0.0	8	100	1	60.0	1	164	
6262	50	513.74	1.92	100	0	128	84	0	0.0	12	0	1	60.0	1	228	
1364	100	242.55	35.18	100	0	128	188	0	0.0	48	50	1	60.0	0	176	
1778	100	270.78	4.50	50	0	128	136	0	0.0	8	25	1	60.0	1	216	
3193	50	149.70	15.03	100	0	128	148	0	0.0	48	100	1	60.0	1	48	
731	50	157.00	1.37	100	0	128	36	0	0.0	1	100	1	60.0	1	220	
3690	50	187.29	14.09	0	0	128	28	0	0.0	52	50	1	60.0	1	76	
8151	50	159.20	0.98	0	0	128	12	0	0.0	8	100	1	60.0	0	20	
6421	100	163.02	4.98	0	0	128	8	0	0.0	32	75	1	60.0	1	32	
5120	50	160.01	3.12	100	0	128	200	0	0.0	16	100	1	60.0	1	32	
1099	100	137.54	0.91	0	0	128	84	0	0.0	1	50	1	60.0	1	172	
946	0	158.93	12.68	0	0	128	180	0	0.0	12	100	1	60.0	1	172	
1076	50	155.56	37.18	0	0	128	208	0	0.0	40	100	1	60.0	1	148	
4842	50	510.77	6.61	50	0	128	108	0	0.0	32	0	1	60.0	1	168	
2159	50	329.58	24.07	0	0	128	252	0	0.0	52	50	1	60.0	1	60	
849	0	159.20	18.84	100	0	128	96	0	0.0	16	100	1	60.0	1	192	
2889	0	474.16	18.00	0	0	128	168	0	0.0	52	0	1	60.0	1	92	
10228	0	159.83	5.47	0	0	128	16	0	0.0	56	100	1	60.0	1	16	
1878	0	286.36	14.91	100	0	128	208	0	0.0	28	50	1	60.0	1	104	
3181	50	323.20	5.03	0	0	128	116	0	0.0	16	25	1	60.0	1	68	
1121	100	210.41	42.80	100	0	128	140	0	0.0	48	50	1	60.0	1	244	
2136	100	279.36	22.47	50	0	128	176	0	0.0	48	50	1	60.0	1	92	
1029	50	233.22	38.86	50	0	128	220	0	0.0	40	50	1	60.0	1	244	
4109	50	513.73	11.68	0	0	128	128	0	0.0	48	0	1	60.0	1	164	
1323	0	167.99	33.25	0	0	128	28	0	0.0	44	50	1	60.0	0	232	
884	50	155.44	9.05	100	0	128	244	0	0.0	8	100	1	60.0	1	180	
2423	50	151.47	3.30	0	0	128	132	0	0.0	8	100	1	60.0	1	64	
3122	100	158.56	12.81	100	0	128	252	0	0.0	40	100	1	60.0	1	52	
1306	50	268.16	24.49	100	0	128	252	0	0.0	32	50	1	60.0	1	168	
2744	0	525.31	2.91	100	0	128	196	0	0.0	8	0	1	60.0	0	208	
812	100	161.86	24.62	100	0	128	48	0	0.0	20	100	1	60.0	1	204	
852	50	174.99	1.17	50	0	128	236	0	0.0	1	25	1	60.0	1	132	
3120	50	158.43	0.32	50	0	128	88	0	0.0	1	100	1	60.0	1	52	
936	100	187.60	64.05	50	0	128	196	0	0.0	60	75	1	60.0	1	208	
1042	50	234.17	11.51	100	0	128	216	0	0.0	12	50	1	60.0	1	244	
2698	100	158.12	5.93	100	0	128	200	0	0.0	16	100	1	60.0	1	60	
6773	0	158.76	3.54	0	0	128	232	0	0.0	24	100	1	60.0	1	24	
3512	0	493.97	12.53	50	0	128	144	0	0.0	44	0	1	60.0	0	192	
2859	0	262.30	7.00	0	0	128	140	0	0.0	20	50	1	60.0	1	48	
1123	100	237.00	24.92	50	0	128	212	0	0.0	28	50	1	60.0	1	220	
877	50	161.02	31.93	0	0	128	196	0	0.0	28	100	1	60.0	1	188	
2616	0	293.88	18.35	100	0	128	104	0	0.0	48	25	1	60.0	1	148	
5966	50	489.44	1.34	0	0	128	84	0	0.0	8	0	1	60.0	0	180	
2381	0	158.18	25.19	100	0	128	164	0	0.0	60	100	1	60.0	1	68	
3017	100	188.99	14.58	100	0	128	24	0	0.0	44	25	1	60.0	1	184	
1649	0	344.41	7.27	0	0	128	236	0	0.0	12	25	1	60.0	1	148	
5643	50	484.99	3.54	0	0	128	88	0	0.0	20	0	1	60.0	1	36	
896	100	145.26	1.11	0	0	128	148	0	0.0	1	75	1	60.0	1	172	
4189	0	523.67	3.82	100	0	128	128	0	0.0	16	0	1	60.0	1	1	
956	50	160.67	4.18	0	0	128	172	0	0.0	4	100	1	60.0	1	172	
1376	50	271.70	5.81	0	0	128	248	0	0.0	8	50	1	60.0	1	156	
1800	0	239.12	4.44	50	0	128	144	0	0.0	8	50	1	60.0	1	128	
2844	50	522.23	5.62	100	0	128	188	0	0.0	16	0	1	60.0	1	1	
1551	50	210.40	23.21	0	0	128	232	0	0.0	36	75	1	60.0	1	108	
6421	100	245.33	3.73	0	0	128	132	0	0.0	24	75	1	60.0	1	8	
648	50	157.04	43.16	50	0	128	1	0	0.0	28	100	1	60.0	1	248	
2247	100	320.47	26.70	100	0	128	144	0	0.0	60	25	1	60.0	1	152	
6869	0	161.02	1.75	50	0	128	12	0	0.0	12	75	1	60.0	1	28	
1975	100	196.48	26.32	0	0	128	60	0	0.0	52	50	1	60.0	1	144	
703	100	162.09	22.75	0	0	128	88	0	0.0	16	100	1	60.0	1	236	
1114	0	142.56	0.90	100	0	128	128	0	0.0	1	75	1	60.0	1	132	
1260	0	157.61	44.43	0	0	128	160	0	0.0	56	100	1	60.0	1	128	
2113	0	404.63	9.46	50	0	128	240	0	0.0	20	25	1	60.0	1	64	
1503	50	158.56	5.32	0	0	128	164	0	0.0	8	100	1	60.0	1	108	
5142	0	502.22	3.89	100	0	128	100	0	0.0	20	0	1	60.0	0	204	
873	0	160.35	41.22	50	0	128	36	0	0.0	36	100	1	60.0	1	188	
1265	0	206.61	15.80	0	0	128	236	0	0.0	20	75	1	60.0	0	144	
2537	100	505.59	12.61	100	0	128	204	0	0.0	32	0	1	60.0	1	16	
2914	100	501.01	12.35	0	0	128	176	0	0.0	36	0	1	60.0	0	60	
1181	50	148.53	0.84	100	0	128	192	0	0.0	1	75	1	60.0	1	108	
11550	50	315.83	0.34	0	0	128	28	0	0.0	4	0	1	60.0	1	140	
897	50	169.58	17.82	50	0	128	92	0	0.0	16	75	1	60.0	1	228	
4525	50	512.63	5.30	0	0	128	116	0	0.0	24	0	1	60.0	1	192	
3454	100	256.42	5.79	50	0	128	196	0	0.0	20	75	1	60.0	1	36	
1422	50	161.17	36.55	0	0	128	72	0	0.0	52	100	1	60.0	1	116	
26537	100	25.92	1.96	0	0	128	136	0	0.0	52	100	1	60.0	1	1	
783	0	170.48	1.27	50	0	128	228	0	0.0	1	25	1	60.0	1	208	
1060	50	117.94	0.94	100	0	128	24	0	0.0	1	50	1	60.0	1	204	
2310	0	192.00	6.92	100	0	128	36	0	0.0	16	25	1	60.0	1	232	
1156	0	158.17	27.66	100	0	128	164	0	0.0	32	100	1	60.0	1	140	
1770	0	193.79	2.26	50	0	128	160	0	0.0	4	75	1	60.0	1	96	
1650	0	347.63	7.27	0	0	128	240	0	0.0	12	25	1	60.0	1	144	
1701	50	239.27	25.86	0	0	128	148	0	0.0	44	50	1	60.0	0	140	
1502	0	313.89	34.62	0	0	128	208	0	0.0	52	25	1	60.0	1	232	
1226	0	249.07	22.84	0	0	128	228	0	0.0	28	50	1	60.0	0	188	
9680	50	491.60	2.48	100	0	128	52	0	0.0	24	0	1	60.0	1	196	
936	100	188.29	17.09	0	0	128	188	0	0.0	16	75	1	60.0	1	212	
1037	100	191.53	19.15	50	0	128	204	0	0.0	20	75	1	60.0	1	184	
868	100	162.85	64.50	50	0	128	108	0	0.0	56	100	1	60.0	1	192	
2344	0	242.58	10.24	0	0	128	124	0	0.0	24	50	1	60.0	1	88	
1126	0	158.49	28.39	100	0	128	76	0	0.0	32	100	1	60.0	1	144	
2600	50	175.24	21.53	50	0	128	48	0	0.0	56	75	1	60.0	1	76	
1951	50	480.32	26.65	100	0	128	252	0	0.0	52	0	1	60.0	1	148	
1590	50	269.95	25.16	0	0	128	216	0	0.0	40	50	1	60.0	1	132	
1076	0	159.98	52.02	100	0	128	8	0	0.0	56	75	1	60.0	1	200	
1908	100	182.69	4.19	50	0	128	52	0	0.0	8	50	1	60.0	1	144	
3602	50	179.48	11.10	0	0	128	60	0	0.0	40	75	1	60.0	1	48	
1350	0	158.20	2.96	50	0	128	192	0	0.0	4	100	1	60.0	1	120	
6775	50	449.93	5.90	50	0	128	68	0	0.0	40	0	1	60.0	1	196	
5254	50	143.67	6.09	100	0	128	248	0	0.0	32	100	1	60.0	1	28	
2176	0	149.78	25.73	50	0	128	1	0	0.0	56	50	1	60.0	1	140	
6764	100	158.53	3.55	0	0	128	252	0	0.0	24	100	1	60.0	1	24	
1633	100	159.51	26.94	50	0	128	196	0	0.0	44	100	1	60.0	1	100	
2703	100	221.67	13.32	0	0	128	52	0	0.0	36	25	1	60.0	1	180	
1062	0	153.59	33.88	100	0	128	156	0	0.0	36	100	1	60.0	1	148	
2043	50	251.32	9.79	50	0	128	140	0	0.0	20	50	1	60.0	1	112	
11466	50	447.93	4.18	50	0	128	40	0	0.0	48	0	1	60.0	1	248	
1166	0	154.85	0.86	100	0	128	76	0	0.0	1	100	1	60.0	1	136	
985	100	161.73	48.70	100	0	128	8	0	0.0	48	100	1	60.0	1	168	
2597	0	318.29	13.86	100	0	128	208	0	0.0	36	50	1	60.0	1	44	
1597	0	218.62	22.53	100	0	128	236	0	0.0	36	75	1	60.0	1	108	
3743	0	282.38	12.82	100	0	128	248	0	0.0	48	75	1	60.0	1	20	
674	0	160.76	59.31	0	0	128	172	0	0.0	40	100	1	60.0	1	244	
2295	100	286.97	6.97	50	0	128	116	0	0.0	16	25	1	60.0	1	164	
2357	0	506.49	15.27	50	0	128	220	0	0.0	36	0	1	60.0	1	100	
1236	0	164.21	0.81	50	0	128	152	0	0.0	1	25	1	60.0	1	88	
2368	100	481.16	21.95	100	0	128	208	0	0.0	52	0	1	60.0	0	252	
2932	100	367.59	13.64	50	0	128	224	0	0.0	40	50	1	60.0	1	32	
7358	50	244.35	7.07	50	0	128	88	0	0.0	52	75	1	60.0	1	16	
1226	50	168.76	42.40	50	0	128	60	0	0.0	52	75	1	60.0	0	168	
9552	0	485.11	6.28	100	0	128	52	0	0.0	60	0	1	60.0	1	168	
887	0	152.50	45.09	100	0	128	52	0	0.0	40	100	1	60.0	1	176	
1097	0	237.87	14.58	100	0	128	216	0	0.0	16	50	1	60.0	1	228	
1672	0	215.56	21.53	100	0	128	216	0	0.0	36	75	1	60.0	1	104	
875	50	188.20	63.95	0	0	128	208	0	0.0	56	75	1	60.0	1	224	
2918	50	394.24	4.11	100	0	128	168	0	0.0	12	25	1	60.0	1	48	
5091	50	159.12	11.78	100	0	128	96	0	0.0	60	100	1	60.0	1	32	
2100	0	225.62	3.81	0	0	128	116	0	0.0	8	50	1	60.0	1	104	
1396	0	185.42	5.73	0	0	128	112	0	0.0	8	50	1	60.0	1	160	
1746	100	312.10	9.16	50	0	128	176	0	0.0	16	25	1	60.0	1	204	
2899	50	184.22	11.04	50	0	128	24	0	0.0	32	25	1	60.0	1	188	
3596	50	505.81	13.35	0	0	128	144	0	0.0	48	0	1	60.0	1	56	
1831	0	107.28	0.55	0	0	128	24	0	0.0	1	50	1	60.0	1	96	
2863	0	492.26	13.97	0	0	128	176	0	0.0	40	0	1	60.0	1	20	
2442	100	364.94	9.83	50	0	128	172	0	0.0	24	25	1	60.0	1	96	
1186	50	164.92	6.74	50	0	128	32	0	0.0	8	50	1	60.0	1	252	
945	0	169.85	33.86	50	0	128	76	0	0.0	32	75	1	60.0	1	220	
1205	50	155.46	39.80	50	0	128	216	0	0.0	48	100	1	60.0	1	132	
974	50	166.66	36.93	100	0	128	52	0	0.0	36	75	1	60.0	1	216	
1158	100	208.03	20.73	50	0	128	128	0	0.0	24	50	1	60.0	1	240	
5779	50	158.05	6.92	50	0	128	244	0	0.0	40	100	1	60.0	1	28	
4511	50	387.69	7.98	100	0	128	88	0	0.0	36	0	1	60.0	1	220	
4758	50	74.32	0.21	0	0	128	20	0	0.0	1	50	1	60.0	1	12	
2694	50	115.84	0.37	50	0	128	68	0	0.0	1	75	1	60.0	1	36	
5298	50	289.79	5.28	0	0	128	56	0	0.0	28	25	1	60.0	1	56	
2045	50	159.77	13.69	0	0	128	44	0	0.0	28	100	1	60.0	1	80	
5941	0	487.34	3.37	0	0	128	84	0	0.0	20	0	1	60.0	1	132	
2199	50	330.47	3.64	100	0	128	248	0	0.0	8	50	1	60.0	0	60	
2118	100	479.96	16.99	100	0	128	232	0	0.0	36	0	1	60.0	0	100	
2598	0	289.43	15.39	0	0	128	104	0	0.0	40	25	1	60.0	1	144	
1740	100	210.73	20.68	100	0	128	92	0	0.0	36	50	1	60.0	1	156	
726	0	153.36	49.50	50	0	128	236	0	0.0	36	100	1	60.0	1	216	
708	0	160.54	50.81	0	0	128	16	0	0.0	36	100	1	60.0	1	232	
3784	50	517.44	7.40	0	0	128	140	0	0.0	28	0	1	60.0	1	144	
5994	0	515.13	6.00	100	0	128	88	0	0.0	36	0	1	60.0	1	84	
1629	50	152.74	19.64	0	0	128	1	0	0.0	32	100	1	60.0	1	96	
1120	0	249.55	10.71	0	0	128	244	0	0.0	12	50	1	60.0	1	212	
3206	100	513.54	11.23	50	0	128	164	0	0.0	36	0	1	60.0	1	36	
847	0	158.92	33.04	100	0	128	92	0	0.0	28	100	1	60.0	1	192	
1044	0	218.28	30.63	50	0	128	176	0	0.0	32	50	1	60.0	1	252	
1943	50	151.86	12.34	0	0	128	8	0	0.0	24	100	1	60.0	1	80	
8897	0	139.02	0.11	50	0	128	212	0	0.0	1	100	1	60.0	0	16	
698	50	160.94	40.10	0	0	128	80	0	0.0	28	100	1	60.0	0	236	
3388	50	516.24	12.98	0	0	128	156	0	0.0	44	0	1	60.0	1	48	
787	100	179.95	71.12	0	0	128	192	0	0.0	56	75	1	60.0	1	248	
